text,sentiment
iphone today want see morning virginia beach dont think get,neutral
lurveeeeee,neutral
email kidding wait filling form seriously,negative
mitchel idea much want call costs loads call england,positive
really always dirty ha ha addiction,negative
grandpa telling used cut human bodies med school,neutral
late nightfinally home,negative
lol ur tweet sound like ur voice yelling lol,positive
actually guy thought didnt know turns know previous party,negative
welcome hun amazing people make sure say hello,positive
thanks want continue improve process benefit customers things like take time,positive
defeated polo,neutral
apple wana take bite,neutral
official nobody getting raise year,neutral
tiffany already ten minutes late reading flowers attic late breakfast starbucks listening waking vegas,negative
yooooooo mates,neutral
_starr yep hawkesbury classic starts windsor home said dj,positive
yet hope check week,neutral
_intruder well saidplease take handsi cant cope set fox,neutral
lmao im stupid felt like sayin tyaøøω red caf viocenite yall,negative
oh okthanksdont know courthouse id eitherill learn thoughany nkotb twitter stole pic hates,neutral
called toyota car wont ready til,positive
thats helpful least know youve got place secured already things dont pan fingers crossed,negative
wow really missin family today baddd,positive
mothers day gift,neutral
ordered asus eee pc,neutral
know im late didnt internet happy bithday pierre,positive
thanks still waiting dont know whats taking long bad sign good sign,positive
dig sucka booker former wwe wrestler,neutral
guess technically still pregnant months ago alex instead elizabeth,positive
thing preparing sermons one week think doneyou prepare powerpoint slides,neutral
yes addicted half twitter friend updates,negative
im searching followers,neutral
youre welcome,positive
yeah know hun spammers seem move fast though already two first minutes posting block em,positive
standing open hands know cant alone hold hold baby hold ongeeez,neutral
home much going long day,negative
hear u barley keep followers currently tuff mobile device,neutral
sad nothing,negative
ditched school hate im taking huge dump hurts real bad,negative
_daarling haha yah walking distance house mission tiki drivein haha every summer go like every weekend,positive
slept entirely long nap long enough time,negative
hey thats good daughters still asleep son drawing better feed v soon,positive
steals stuff buries fence embarassing man returning much frogs,negative
im going cruise wish im going vacation thanks though,positive
sayid could dead,negative
httptwitpiccomwua cant wait see,neutral
happy mothers day,positive
mean mite sumthn u doin hope get c u b u head bak,negative
waiting raimis new horror flick drag hell im really excited bad amcmain kc,negative
amazing time last night mcfly incredible,positive
im ditchin im barfin sorry guys esotsm,negative
haciendo mi primer app con thin rack crazy stuff,negative
thats like hear unabashedly cool thats makes cool byw logic,positive
media still havnet found ipod,neutral
happy birthday,positive
overthought tying shoe couldnt figure,neutral
shall post notice town us cork ladies know watch lol fun sevens business,positive
thanks feedback surreal life surreal oils,positive
thanks much definitely pass along amazing mother,positive
sing everytime,neutral
im dead bored also dead poor student life piss take,negative
n end another wise great nite excuse dream little dream,positive
cleaning room,neutral
think im gon na try go vegetarian againand soda majorly cutback beertoo many carbsbut yummyyy,positive
writing yearbooks make wan na cry,neutral
taking moment reflecti want annonymity backfb safe say anything someone else another friend,positive
palms itchy doesnt mean something coming great deal money,positive
yay happy mothers day screw burnt breakfast bed ill take e erniehalter live httpustreamvko,positive
knew youd get,neutral
im books read movies watch n stuff buyim bored,negative
feels sick hmph,negative
sleeping interupted jackhammers universe says get intil cause thougth id sleeping,neutral
thinks twitter doesnt like,neutral
aww wish thing,positive
_m melted maybe square inches skin ran cold water min two iced ice melted hurts,negative
fine like week wont load,positive
guys gon na get metal detector brickmans saw chad ask davey fb sorry bout ring,negative
ive dying expensive little sizes,negative
found kitty isnt pregnant good thing though going adopt one instead,positive
palawan couple days ago ill try post pictures tom,neutral
better get sleep dodger gamemothers day maro ewl wake,positive
mornin,neutral
oh lovely one thing mums great sounds yummy makin hungry lol p,positive
httptwitpiccomwz hope youre loads fun love miss boys,positive
got home talk,neutral
yeah age aquarius pretty scary song,negative
poor going nap,negative
morning newthope well,neutral
mondayfunday wake peopleand keep awake please today going long onei already feel eww,negative
comp mental health wouldnt take samuel rogers center city gave appt june th days worth pills left,positive
however got gardening something eternally pleased,positive
mc john sim posit yr passed softees stranded without warren tea tech spec kaching,neutral
good morning ready start week,positive
_kap think cute every night okay,positive
stopped coffee maryland rest area least five entire middle schools luck,negative
bed cant sleep something missing,negative
hope migraine doesnt stick around long,negative
bday june wack ihavent seen promotions bday party someone better finagle asap,positive
seems like everyone us watching xmen feel like ive started revolution feels nice,positive
cause missed lot classes,neutral
congratulations,neutral
sorry ill make sure bomb talk ssug next month penance,positive
chilling colton redesigned cocktail hacker card backs,negative
nope sleeping cuz live east coast,positive
see someone without smile pass,positive
sole supporter sole supporter,neutral
yeah trying send msg also trying put pic aint happening approve summit,negative
yeah stomach bug something fever etc fun,negative
whn r u goin europe,neutral
darnit see happens avoid teh interwebs work,neutral
fml today sucks hope dance bring soul pray im still sadi hateee todayyyyyy,negative
want wish happy mothers day two favorite moms world mom course sister happy moms day two,positive
gosh anoher cloudy day wish would go away rain,neutral
httptwitpiccomjkea followers congrats,neutral
bad day day realize mess youve put one happiest days life,negative
made first skype landline call good call quality quite impressed,positive
hate life big time sooo poop gode ould cry,negative
digging ideas behind railsbridge httprailsbridgeorg,negative
yay youre twitter,neutral
trying got unread email messages looks like ill rest evening,positive
ah seriously dont even work children still sick groundhog friday got worse,negative
ahh dang course better email back fast,positive
still hour home day begun gon na drink lot coffee today,neutral
